<Ticker>,<Per>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
FEROS,d,20041107,000000,13,13,12,12,6963
FEROS,d,20041108,000000,13,13,12,12,280
FEROS,d,20041109,000000,13,13,12,12,10010
FEROS,d,20041110,000000,13,13,12,12,100
FEROS,d,20041113,000000,13,13,12,12,1010
FEROS,d,20041116,000000,13,13,12,12,2510
FEROS,d,20041122,000000,13,13,12,12,3010
FEROS,d,20041124,000000,13,13,12,12,2010
FEROS,d,20041127,000000,13,13,12,12,1010
FEROS,d,20041201,000000,13,13,12,12,170
FEROS,d,20041206,000000,13,13,13,13,51011
FEROS,d,20041213,000000,14,14,13,13,510
FEROS,d,20041214,000000,14,14,14,14,500
FEROS,d,20041215,000000,14,14,14,14,861
FEROS,d,20041218,000000,15,15,15,15,500
FEROS,d,20041219,000000,16,16,15,16,118184
FEROS,d,20041220,000000,16,16,16,16,14156
FEROS,d,20041221,000000,17,17,17,17,2060
FEROS,d,20041225,000000,17,17,17,17,46739
FEROS,d,20041226,000000,18,18,18,18,15563
FEROS,d,20041228,000000,19,19,19,19,90732
FEROS,d,20041229,000000,18,19,18,19,10287
FEROS,d,20050101,000000,18,18,18,18,18479
FEROS,d,20050102,000000,17,18,17,18,11508
FEROS,d,20050103,000000,17,18,17,18,797
FEROS,d,20050104,000000,17,18,17,18,2290
FEROS,d,20050105,000000,17,18,17,18,477
FEROS,d,20050109,000000,17,18,17,18,510
FEROS,d,20050110,000000,17,18,17,18,871
FEROS,d,20050111,000000,17,18,17,18,3160
FEROS,d,20050117,000000,17,18,17,18,132
FEROS,d,20050227,000000,17,17,17,17,1000
FEROS,d,20050301,000000,17,17,17,17,100
FEROS,d,20050302,000000,16,17,16,17,510
FEROS,d,20050305,000000,16,17,16,17,397
FEROS,d,20050315,000000,16,17,16,17,210
FEROS,d,20050316,000000,16,17,16,17,1043
FEROS,d,20050329,000000,16,17,16,17,510
FEROS,d,20050403,000000,16,16,16,16,1000
FEROS,d,20050404,000000,15,16,15,15,91549
FEROS,d,20050405,000000,15,16,15,16,33136
FEROS,d,20050406,000000,16,16,15,15,38177
FEROS,d,20050410,000000,15,15,15,15,37156
FEROS,d,20050411,000000,15,16,15,15,73529
FEROS,d,20050412,000000,16,16,15,15,7500
FEROS,d,20050413,000000,16,16,16,16,53301
FEROS,d,20050416,000000,16,17,16,16,43068
FEROS,d,20050417,000000,16,16,16,16,3225
FEROS,d,20050418,000000,16,16,16,16,59605
FEROS,d,20050419,000000,16,16,16,16,19609
FEROS,d,20050423,000000,16,16,16,16,25454
FEROS,d,20050424,000000,16,16,15,16,10735
FEROS,d,20050425,000000,15,16,15,16,10010
FEROS,d,20050427,000000,15,16,15,16,3345
FEROS,d,20050430,000000,15,16,15,16,4378
FEROS,d,20050501,000000,15,16,15,16,11635
FEROS,d,20050502,000000,15,16,15,16,4876
FEROS,d,20050503,000000,15,15,15,15,28425
FEROS,d,20050504,000000,15,15,15,15,13489
FEROS,d,20050507,000000,15,15,15,15,5995
FEROS,d,20050508,000000,14,15,14,15,11976
FEROS,d,20050511,000000,15,16,15,15,28689
FEROS,d,20050514,000000,16,16,16,16,24973
FEROS,d,20050515,000000,16,16,16,16,14077
FEROS,d,20050516,000000,16,16,16,16,16268
FEROS,d,20050517,000000,16,16,16,16,15824
FEROS,d,20050518,000000,16,16,16,16,15812
FEROS,d,20050521,000000,16,16,16,16,2030
FEROS,d,20050522,000000,16,16,16,16,5710
FEROS,d,20050524,000000,16,16,16,16,5010
FEROS,d,20050525,000000,16,16,15,15,43010
FEROS,d,20050528,000000,15,16,15,15,13927
