<Ticker>,<Per>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
GHEBAHAR,d,20210306,000000,32638,32638,32638,32638,6062
GHEBAHAR,d,20210307,000000,32631,32631,32631,32631,1550
GHEBAHAR,d,20210308,000000,31963,31963,31963,31963,18065
GHEBAHAR,d,20210309,000000,32589,32589,32589,32589,550
GHEBAHAR,d,20210310,000000,32588,32588,32588,32588,2994
GHEBAHAR,d,20210313,000000,32584,32584,32584,32584,1599
GHEBAHAR,d,20210314,000000,31917,31917,31917,31917,18054
GHEBAHAR,d,20210316,000000,32541,32541,32541,32541,10805
GHEBAHAR,d,20210317,000000,32529,32529,32529,32529,16017
GHEBAHAR,d,20210327,000000,32510,32510,32510,32510,3087
GHEBAHAR,d,20210328,000000,31843,31843,31843,31843,26132
GHEBAHAR,d,20210330,000000,32449,32449,32449,32449,12274
GHEBAHAR,d,20210331,000000,32435,32435,32435,32435,1110
GHEBAHAR,d,20210403,000000,32434,32434,32434,32434,200
GHEBAHAR,d,20210404,000000,31773,31773,31773,31773,15026
GHEBAHAR,d,20210405,000000,32401,32401,32401,32401,9300
GHEBAHAR,d,20210406,000000,32391,32391,32391,32391,1034
GHEBAHAR,d,20210407,000000,32390,32390,32390,32390,2254
GHEBAHAR,d,20210410,000000,31726,31726,31726,31726,12986
GHEBAHAR,d,20210412,000000,32359,32359,32359,32359,150
GHEBAHAR,d,20210413,000000,32359,32359,32359,32359,788
GHEBAHAR,d,20210414,000000,31697,31697,31697,31697,3153
GHEBAHAR,d,20210419,000000,32351,32351,32351,32351,178
GHEBAHAR,d,20210420,000000,32351,32351,32351,32351,3864
GHEBAHAR,d,20210421,000000,32346,32346,32346,32346,150
GHEBAHAR,d,20210424,000000,31686,31686,31686,31686,493
GHEBAHAR,d,20210428,000000,32345,32345,32345,32345,161
GHEBAHAR,d,20210501,000000,32345,32345,32345,32345,150
GHEBAHAR,d,20210503,000000,31685,31685,31685,31685,355
GHEBAHAR,d,20210510,000000,31684,31684,31684,31684,167
GHEBAHAR,d,20210511,000000,32344,32344,32344,32344,600
GHEBAHAR,d,20210522,000000,31354,31354,31354,31354,1215
GHEBAHAR,d,20210526,000000,31347,31347,31347,31347,512
GHEBAHAR,d,20210529,000000,32003,32003,32003,32003,1074
GHEBAHAR,d,20210530,000000,32001,32001,32001,32001,1700
GHEBAHAR,d,20210601,000000,31335,31335,31335,31335,404
GHEBAHAR,d,20210608,000000,31993,31993,31993,31993,455
GHEBAHAR,d,20210609,000000,31991,31991,31991,31991,575
GHEBAHAR,d,20210613,000000,31329,31329,31329,31329,517
GHEBAHAR,d,20210614,000000,31986,31986,31986,31986,511
GHEBAHAR,d,20210615,000000,31984,31984,31984,31984,160
GHEBAHAR,d,20210616,000000,31983,31983,31983,31983,2452
GHEBAHAR,d,20210623,000000,21822,21822,21822,21822,1419278
GHEBAHAR,d,20210626,000000,21434,22453,21168,21774,8396709
GHEBAHAR,d,20210627,000000,21671,22191,21027,21231,3024232
GHEBAHAR,d,20210628,000000,21046,21590,20941,20941,488564
GHEBAHAR,d,20210629,000000,20406,20406,20406,20406,91460
GHEBAHAR,d,20210630,000000,20280,20280,20280,20280,30648
GHEBAHAR,d,20210703,000000,19820,21219,19820,19834,7094649
GHEBAHAR,d,20210704,000000,19892,20173,19671,19671,1938236
GHEBAHAR,d,20210705,000000,19105,19860,19105,19252,7496113
GHEBAHAR,d,20210706,000000,19210,19708,18636,18637,3146263
GHEBAHAR,d,20210707,000000,18622,19010,18563,18660,3109608
GHEBAHAR,d,20210710,000000,18622,19192,18075,18719,2476958
GHEBAHAR,d,20210711,000000,18724,19008,18356,18356,3389536
GHEBAHAR,d,20210712,000000,18356,18356,17916,17916,3011616
GHEBAHAR,d,20210713,000000,18040,18556,17475,18556,5220958
GHEBAHAR,d,20210714,000000,18699,18805,18137,18214,2606031
GHEBAHAR,d,20210717,000000,18515,18515,18017,18017,1587497
GHEBAHAR,d,20210718,000000,18258,18629,17550,18629,3185384
GHEBAHAR,d,20210719,000000,18690,18860,18641,18860,787250
GHEBAHAR,d,20210726,000000,19387,19387,18816,18826,4783207
GHEBAHAR,d,20210727,000000,18835,18845,18717,18717,315510
GHEBAHAR,d,20210728,000000,18386,18631,18386,18386,1089978
